,prompt,region,object,country,img_id,geode_df_path
526,icons in Malawi,Africa,icons,Malawi,526,
527,icons in Ethiopia,Africa,icons,Ethiopia,527,
528,icons in Cameroon,Africa,icons,Cameroon,528,
529,icons in South Africa,Africa,icons,South Africa,529,
530,icons in Burkina Faso,Africa,icons,Burkina Faso,530,
531,icons in Nigeria,Africa,icons,Nigeria,531,
532,icons in Malawi,Africa,icons,Malawi,532,
533,icons in Ethiopia,Africa,icons,Ethiopia,533,
534,icons in Cameroon,Africa,icons,Cameroon,534,
535,icons in South Africa,Africa,icons,South Africa,535,
536,icons in Burkina Faso,Africa,icons,Burkina Faso,536,
537,icons in Nigeria,Africa,icons,Nigeria,537,
538,icons in Malawi,Africa,icons,Malawi,538,
539,icons in Ethiopia,Africa,icons,Ethiopia,539,
540,icons in Cameroon,Africa,icons,Cameroon,540,
541,icons in South Africa,Africa,icons,South Africa,541,
542,icons in Burkina Faso,Africa,icons,Burkina Faso,542,
543,icons in Nigeria,Africa,icons,Nigeria,543,
544,icons in Malawi,Africa,icons,Malawi,544,
545,icons in Ethiopia,Africa,icons,Ethiopia,545,
546,icons in Cameroon,Africa,icons,Cameroon,546,
547,icons in South Africa,Africa,icons,South Africa,547,
548,icons in Burkina Faso,Africa,icons,Burkina Faso,548,
549,icons in Nigeria,Africa,icons,Nigeria,549,
550,icons in Malawi,Africa,icons,Malawi,550,
551,icons in Ethiopia,Africa,icons,Ethiopia,551,
552,icons in Cameroon,Africa,icons,Cameroon,552,
553,icons in South Africa,Africa,icons,South Africa,553,
554,icons in Burkina Faso,Africa,icons,Burkina Faso,554,
555,icons in Nigeria,Africa,icons,Nigeria,555,
556,icons in Malawi,Africa,icons,Malawi,556,
557,icons in Ethiopia,Africa,icons,Ethiopia,557,
558,icons in Cameroon,Africa,icons,Cameroon,558,
559,icons in South Africa,Africa,icons,South Africa,559,
560,icons in Burkina Faso,Africa,icons,Burkina Faso,560,
561,icons in Nigeria,Africa,icons,Nigeria,561,
562,icons in Malawi,Africa,icons,Malawi,562,
563,icons in Ethiopia,Africa,icons,Ethiopia,563,
564,icons in Cameroon,Africa,icons,Cameroon,564,
565,icons in South Africa,Africa,icons,South Africa,565,
566,icons in Burkina Faso,Africa,icons,Burkina Faso,566,
567,icons in Nigeria,Africa,icons,Nigeria,567,
568,icons in the United States,the Americas,icons,the United States,568,
569,icons in Colombia,the Americas,icons,Colombia,569,
570,icons in the United States,the Americas,icons,the United States,570,
571,icons in Colombia,the Americas,icons,Colombia,571,
572,icons in the United States,the Americas,icons,the United States,572,
573,icons in Colombia,the Americas,icons,Colombia,573,
574,icons in the United States,the Americas,icons,the United States,574,
575,icons in Colombia,the Americas,icons,Colombia,575,
576,icons in the United States,the Americas,icons,the United States,576,
577,icons in Colombia,the Americas,icons,Colombia,577,
578,icons in the United States,the Americas,icons,the United States,578,
579,icons in Colombia,the Americas,icons,Colombia,579,
580,icons in the United States,the Americas,icons,the United States,580,
581,icons in Colombia,the Americas,icons,Colombia,581,
582,icons in the United States,the Americas,icons,the United States,582,
583,icons in Colombia,the Americas,icons,Colombia,583,
584,icons in the United States,the Americas,icons,the United States,584,
585,icons in Colombia,the Americas,icons,Colombia,585,
586,icons in the United States,the Americas,icons,the United States,586,
587,icons in Colombia,the Americas,icons,Colombia,587,
588,icons in the United States,the Americas,icons,the United States,588,
589,icons in Colombia,the Americas,icons,Colombia,589,
590,icons in the United States,the Americas,icons,the United States,590,
591,icons in India,Asia,icons,India,591,
592,icons in China,Asia,icons,China,592,
593,icons in Nepal,Asia,icons,Nepal,593,
594,icons in Indonesia,Asia,icons,Indonesia,594,
595,icons in India,Asia,icons,India,595,
596,icons in China,Asia,icons,China,596,
597,icons in Nepal,Asia,icons,Nepal,597,
598,icons in Indonesia,Asia,icons,Indonesia,598,
599,icons in India,Asia,icons,India,599,
600,icons in China,Asia,icons,China,600,
601,icons in Nepal,Asia,icons,Nepal,601,
602,icons in Indonesia,Asia,icons,Indonesia,602,
603,icons in India,Asia,icons,India,603,
604,icons in China,Asia,icons,China,604,
605,icons in Nepal,Asia,icons,Nepal,605,
606,icons in Indonesia,Asia,icons,Indonesia,606,
607,icons in India,Asia,icons,India,607,
608,icons in China,Asia,icons,China,608,
609,icons in Nepal,Asia,icons,Nepal,609,
610,icons in Indonesia,Asia,icons,Indonesia,610,
611,icons in India,Asia,icons,India,611,
612,icons in China,Asia,icons,China,612,
613,icons in Nepal,Asia,icons,Nepal,613,
614,icons in Indonesia,Asia,icons,Indonesia,614,
615,icons in India,Asia,icons,India,615,
616,icons in China,Asia,icons,China,616,
617,icons in Nepal,Asia,icons,Nepal,617,
618,icons in Indonesia,Asia,icons,Indonesia,618,
619,icons in India,Asia,icons,India,619,
620,icons in China,Asia,icons,China,620,
621,icons in Nepal,Asia,icons,Nepal,621,
622,icons in Indonesia,Asia,icons,Indonesia,622,
623,icons in India,Asia,icons,India,623,
624,icons in China,Asia,icons,China,624,
625,icons in Nepal,Asia,icons,Nepal,625,
626,icons in Indonesia,Asia,icons,Indonesia,626,
627,icons in India,Asia,icons,India,627,
628,icons in China,Asia,icons,China,628,
629,icons in Nepal,Asia,icons,Nepal,629,
630,icons in Indonesia,Asia,icons,Indonesia,630,
631,icons in India,Asia,icons,India,631,
632,icons in China,Asia,icons,China,632,
633,icons in Nepal,Asia,icons,Nepal,633,
634,icons in Indonesia,Asia,icons,Indonesia,634,
635,icons in India,Asia,icons,India,635,
636,icons in China,Asia,icons,China,636,
637,icons in Nepal,Asia,icons,Nepal,637,
638,icons in Indonesia,Asia,icons,Indonesia,638,
639,icons in India,Asia,icons,India,639,
640,icons in China,Asia,icons,China,640,
641,icons in Nepal,Asia,icons,Nepal,641,
642,icons in Indonesia,Asia,icons,Indonesia,642,
643,icons in India,Asia,icons,India,643,
644,icons in China,Asia,icons,China,644,
645,icons in Nepal,Asia,icons,Nepal,645,
646,icons in Indonesia,Asia,icons,Indonesia,646,
647,icons in India,Asia,icons,India,647,
648,icons in China,Asia,icons,China,648,
649,icons in Nepal,Asia,icons,Nepal,649,
650,icons in Indonesia,Asia,icons,Indonesia,650,
651,icons in India,Asia,icons,India,651,
652,icons in China,Asia,icons,China,652,
653,icons in Nepal,Asia,icons,Nepal,653,
654,icons in Indonesia,Asia,icons,Indonesia,654,
655,icons in India,Asia,icons,India,655,
656,icons in China,Asia,icons,China,656,
657,icons in Nepal,Asia,icons,Nepal,657,
658,icons in Indonesia,Asia,icons,Indonesia,658,
659,icons in India,Asia,icons,India,659,
660,icons in China,Asia,icons,China,660,
661,icons in Nepal,Asia,icons,Nepal,661,
662,icons in Indonesia,Asia,icons,Indonesia,662,
663,icons in India,Asia,icons,India,663,
664,icons in China,Asia,icons,China,664,
665,icons in Nepal,Asia,icons,Nepal,665,
666,icons in Indonesia,Asia,icons,Indonesia,666,
667,icons in India,Asia,icons,India,667,
668,icons in China,Asia,icons,China,668,
669,icons in Nepal,Asia,icons,Nepal,669,
670,icons in Indonesia,Asia,icons,Indonesia,670,
671,icons in India,Asia,icons,India,671,
672,icons in China,Asia,icons,China,672,
673,icons in Nepal,Asia,icons,Nepal,673,
674,icons in Indonesia,Asia,icons,Indonesia,674,
675,icons in India,Asia,icons,India,675,
676,icons in China,Asia,icons,China,676,
677,icons in Nepal,Asia,icons,Nepal,677,
678,icons in Indonesia,Asia,icons,Indonesia,678,
679,icons in India,Asia,icons,India,679,
680,icons in China,Asia,icons,China,680,
681,icons in Nepal,Asia,icons,Nepal,681,
682,icons in Indonesia,Asia,icons,Indonesia,682,
683,icons in India,Asia,icons,India,683,
684,icons in China,Asia,icons,China,684,
685,icons in Nepal,Asia,icons,Nepal,685,
686,icons in Indonesia,Asia,icons,Indonesia,686,
687,icons in India,Asia,icons,India,687,
688,icons in China,Asia,icons,China,688,
689,icons in Nepal,Asia,icons,Nepal,689,
690,icons in Indonesia,Asia,icons,Indonesia,690,
691,icons in India,Asia,icons,India,691,
692,icons in China,Asia,icons,China,692,
693,icons in Nepal,Asia,icons,Nepal,693,
694,icons in Indonesia,Asia,icons,Indonesia,694,
695,icons in India,Asia,icons,India,695,
696,icons in China,Asia,icons,China,696,
697,car keys in the Netherlands,Europe,car keys,the Netherlands,697,
698,car keys in Serbia,Europe,car keys,Serbia,698,
699,car keys in Spain,Europe,car keys,Spain,699,
700,car keys in France,Europe,car keys,France,700,
701,car keys in the Netherlands,Europe,car keys,the Netherlands,701,
702,car keys in Serbia,Europe,car keys,Serbia,702,
703,car keys in Spain,Europe,car keys,Spain,703,
704,car keys in France,Europe,car keys,France,704,
705,car keys in the Netherlands,Europe,car keys,the Netherlands,705,
706,car keys in Serbia,Europe,car keys,Serbia,706,
707,car keys in Spain,Europe,car keys,Spain,707,
708,car keys in France,Europe,car keys,France,708,
709,car keys in the Netherlands,Europe,car keys,the Netherlands,709,
710,car keys in Serbia,Europe,car keys,Serbia,710,
711,car keys in Spain,Europe,car keys,Spain,711,
712,car keys in France,Europe,car keys,France,712,
713,car keys in Nigeria,Africa,car keys,Nigeria,713,
714,car keys in Malawi,Africa,car keys,Malawi,714,
715,car keys in Ethiopia,Africa,car keys,Ethiopia,715,
716,car keys in Cameroon,Africa,car keys,Cameroon,716,
717,car keys in South Africa,Africa,car keys,South Africa,717,
718,car keys in Burkina Faso,Africa,car keys,Burkina Faso,718,
719,car keys in the United States,the Americas,car keys,the United States,719,
720,car keys in Colombia,the Americas,car keys,Colombia,720,
721,car keys in the United States,the Americas,car keys,the United States,721,
722,car keys in Colombia,the Americas,car keys,Colombia,722,
723,car keys in the United States,the Americas,car keys,the United States,723,
724,car keys in Colombia,the Americas,car keys,Colombia,724,
725,car keys in the United States,the Americas,car keys,the United States,725,
726,car keys in Colombia,the Americas,car keys,Colombia,726,
727,car keys in the United States,the Americas,car keys,the United States,727,
728,car keys in Colombia,the Americas,car keys,Colombia,728,
729,car keys in the United States,the Americas,car keys,the United States,729,
730,car keys in Colombia,the Americas,car keys,Colombia,730,
731,car keys in the United States,the Americas,car keys,the United States,731,
732,car keys in India,Asia,car keys,India,732,
733,car keys in China,Asia,car keys,China,733,
734,car keys in Nepal,Asia,car keys,Nepal,734,
735,car keys in Indonesia,Asia,car keys,Indonesia,735,
736,car keys in India,Asia,car keys,India,736,
737,car keys in China,Asia,car keys,China,737,
738,car keys in Nepal,Asia,car keys,Nepal,738,
739,car keys in Indonesia,Asia,car keys,Indonesia,739,
740,car keys in India,Asia,car keys,India,740,
741,car keys in China,Asia,car keys,China,741,
742,car keys in Nepal,Asia,car keys,Nepal,742,
743,car keys in Indonesia,Asia,car keys,Indonesia,743,
744,car keys in India,Asia,car keys,India,744,
745,car keys in China,Asia,car keys,China,745,
746,car keys in Nepal,Asia,car keys,Nepal,746,
747,car keys in Indonesia,Asia,car keys,Indonesia,747,
748,car keys in India,Asia,car keys,India,748,
749,car keys in China,Asia,car keys,China,749,
750,bedroom in the Netherlands,Europe,bedroom,the Netherlands,750,
751,bedroom in Serbia,Europe,bedroom,Serbia,751,
752,bedroom in Spain,Europe,bedroom,Spain,752,
753,bedroom in France,Europe,bedroom,France,753,
754,bedroom in the Netherlands,Europe,bedroom,the Netherlands,754,
755,bedroom in Serbia,Europe,bedroom,Serbia,755,
756,bedroom in Spain,Europe,bedroom,Spain,756,
757,bedroom in France,Europe,bedroom,France,757,
758,bedroom in the Netherlands,Europe,bedroom,the Netherlands,758,
759,bedroom in Serbia,Europe,bedroom,Serbia,759,
760,bedroom in Spain,Europe,bedroom,Spain,760,
761,bedroom in France,Europe,bedroom,France,761,
762,bedroom in the Netherlands,Europe,bedroom,the Netherlands,762,
763,bedroom in Serbia,Europe,bedroom,Serbia,763,
764,bedroom in Spain,Europe,bedroom,Spain,764,
765,bedroom in France,Europe,bedroom,France,765,
766,bedroom in the Netherlands,Europe,bedroom,the Netherlands,766,
767,bedroom in Serbia,Europe,bedroom,Serbia,767,
768,bedroom in Spain,Europe,bedroom,Spain,768,
769,bedroom in France,Europe,bedroom,France,769,
770,bedroom in the Netherlands,Europe,bedroom,the Netherlands,770,
771,bedroom in Serbia,Europe,bedroom,Serbia,771,
772,bedroom in Spain,Europe,bedroom,Spain,772,
773,bedroom in France,Europe,bedroom,France,773,
774,bedroom in Nigeria,Africa,bedroom,Nigeria,774,
775,bedroom in Malawi,Africa,bedroom,Malawi,775,
776,bedroom in Ethiopia,Africa,bedroom,Ethiopia,776,
777,bedroom in Cameroon,Africa,bedroom,Cameroon,777,
778,bedroom in South Africa,Africa,bedroom,South Africa,778,
779,bedroom in Burkina Faso,Africa,bedroom,Burkina Faso,779,
780,bedroom in Nigeria,Africa,bedroom,Nigeria,780,
781,bedroom in Malawi,Africa,bedroom,Malawi,781,
782,bedroom in Ethiopia,Africa,bedroom,Ethiopia,782,
783,bedroom in Cameroon,Africa,bedroom,Cameroon,783,
784,bedroom in South Africa,Africa,bedroom,South Africa,784,
785,bedroom in Burkina Faso,Africa,bedroom,Burkina Faso,785,
786,bedroom in Nigeria,Africa,bedroom,Nigeria,786,
787,bedroom in Malawi,Africa,bedroom,Malawi,787,
788,bedroom in Ethiopia,Africa,bedroom,Ethiopia,788,
789,bedroom in Cameroon,Africa,bedroom,Cameroon,789,
790,bedroom in South Africa,Africa,bedroom,South Africa,790,
791,bedroom in Burkina Faso,Africa,bedroom,Burkina Faso,791,
792,bedroom in Nigeria,Africa,bedroom,Nigeria,792,
793,bedroom in Malawi,Africa,bedroom,Malawi,793,
794,bedroom in Ethiopia,Africa,bedroom,Ethiopia,794,
795,bedroom in Cameroon,Africa,bedroom,Cameroon,795,
796,bedroom in South Africa,Africa,bedroom,South Africa,796,
797,bedroom in Burkina Faso,Africa,bedroom,Burkina Faso,797,
798,bedroom in Nigeria,Africa,bedroom,Nigeria,798,
799,bedroom in Malawi,Africa,bedroom,Malawi,799,
800,bedroom in Ethiopia,Africa,bedroom,Ethiopia,800,
801,bedroom in Cameroon,Africa,bedroom,Cameroon,801,
802,bedroom in South Africa,Africa,bedroom,South Africa,802,
803,bedroom in Burkina Faso,Africa,bedroom,Burkina Faso,803,
804,bedroom in Nigeria,Africa,bedroom,Nigeria,804,
805,bedroom in Malawi,Africa,bedroom,Malawi,805,
806,bedroom in Ethiopia,Africa,bedroom,Ethiopia,806,
807,bedroom in Cameroon,Africa,bedroom,Cameroon,807,
808,bedroom in South Africa,Africa,bedroom,South Africa,808,
809,bedroom in Burkina Faso,Africa,bedroom,Burkina Faso,809,
810,bedroom in Nigeria,Africa,bedroom,Nigeria,810,
811,bedroom in Malawi,Africa,bedroom,Malawi,811,
812,bedroom in Ethiopia,Africa,bedroom,Ethiopia,812,
813,bedroom in Cameroon,Africa,bedroom,Cameroon,813,
814,bedroom in South Africa,Africa,bedroom,South Africa,814,
815,bedroom in Burkina Faso,Africa,bedroom,Burkina Faso,815,
816,bedroom in Nigeria,Africa,bedroom,Nigeria,816,
817,bedroom in Malawi,Africa,bedroom,Malawi,817,
818,bedroom in Ethiopia,Africa,bedroom,Ethiopia,818,
819,bedroom in Cameroon,Africa,bedroom,Cameroon,819,
820,bedroom in South Africa,Africa,bedroom,South Africa,820,
821,bedroom in Burkina Faso,Africa,bedroom,Burkina Faso,821,
822,bedroom in Nigeria,Africa,bedroom,Nigeria,822,
823,bedroom in Malawi,Africa,bedroom,Malawi,823,
824,bedroom in Ethiopia,Africa,bedroom,Ethiopia,824,
825,bedroom in Cameroon,Africa,bedroom,Cameroon,825,
826,bedroom in South Africa,Africa,bedroom,South Africa,826,
827,bedroom in Burkina Faso,Africa,bedroom,Burkina Faso,827,
828,bedroom in the United States,the Americas,bedroom,the United States,828,
829,bedroom in Colombia,the Americas,bedroom,Colombia,829,
